title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,Genre,language_code_label,publication_year,title_label,authors_label,publisher_label,Genre_label
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,0393058263,9780393058260,eng,832.0,1510,216,2007-01-16,W. W. Norton  Company,History & Biography,2,2007.0,5388,4288,2123,4
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,0521290600,9780521290609,eng,276.0,57,2,1976-03-25,Cambridge University Press,Non-fiction,2,1976.0,5437,579,341,6
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,0521286913,9780521286916,eng,188.0,114,5,1981-03-12,Cambridge University Press,Non-fiction,2,1981.0,4593,579,341,6
Ethics and the Limits of Philosophy,Bernard Williams,4.06,067426858X,9780674268586,eng,230.0,556,20,1986-03-15,Harvard University Press,Non-fiction,2,1986.0,2325,579,914,6
On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,1880393336,9781880393338,eng,232.0,10,1,1999-07-01,Routledge,Other,2,1999.0,5017,2887,1697,7
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,039332429X,9780393324297,eng,1136.0,286,21,2003-04-17,W. W. Norton  Company,Poetry,2,2003.0,8308,2666,2123,8
The Elephant War,Gillian Avery,3.67,1903252040,9781903252048,eng,256.0,19,3,2000-10-01,Jane Nissen Books,Children,2,2000.0,7382,2128,1036,0
The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,0143039091,9780143039099,eng,197.0,147748,3490,2005-10-27,Penguin Books,Children,2,2005.0,9189,3528,1460,0
The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,0679436340,9780679436348,eng,379.0,22,4,1994-09-27,Everyman's Library,Other,2,1994.0,7428,2129,650,7
Holiday Romance and Other Writings for Children,Charles Dickens,3.32,0460876015,9780460876018,eng,368.0,8,3,1995-05-01,Everyman Paperback Classics,Fiction,2,1995.0,3204,854,648,3
Ideas Have Consequences,Richard M. Weaver,4.16,0226876802,9780226876801,eng,198.0,970,105,1984-09-28,University Of Chicago Press,History & Biography,2,1984.0,3386,5133,2026,4
The Ethics of Rhetoric,Richard M. Weaver,4.14,0961180021,9780961180027,eng,240.0,65,9,1995-11-03,Routledge,Non-fiction,2,1995.0,7426,5133,1697,6
Manliness,Harvey Mansfield,3.39,0300106645,9780300106640,eng,304.0,177,31,2006-03-11,Yale University Press,Non-fiction,2,2006.0,4302,2301,2212,6
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0142000272,9780142000274,eng,838.0,2415,397,2001-12-01,Penguin Books,Fiction,2,2001.0,624,3719,1460,3
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,0099922800,9780099922803,eng,796.0,443,55,1992-01-16,Vintage Classics,Fiction,2,1992.0,6879,1947,2099,3
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,0553381008,9780553381009,eng,467.0,27027,466,2000-10-31,Modern Library,Fiction,2,2000.0,5868,367,1267,3
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,1570754365,9781570754364,eng,192.0,62,9,2002-10-01,Orbis Books,Other,2,2002.0,4618,4000,1388,7
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,0140446427,9780140446425,eng,230.0,127,24,1995-08-31,Penguin Classics,Non-fiction,2,1995.0,9873,3719,1477,6
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,140003292X,9781400032921,eng,548.0,10580,118,2005-08-18,Vintage Classics,Fiction,2,2005.0,7111,367,2099,3
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,0375719016,9780375719011,eng,344.0,2486,99,2007-01-16,Vintage Classics,Fiction,2,2007.0,7322,1947,2099,3
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,0375719008,9780375719004,eng,647.0,3568,159,2004-12-07,Vintage,Fiction,2,2004.0,6539,1947,2094,3
If I Die in a Combat Zone,Tim O'Brien,3.95,0007162995,9780007162994,eng,208.0,11,0,2003-04-07,Flamingo,Fiction,2,2003.0,3394,6065,707,3
If I Die In A Combat Zone,Tim O'Brien,3.95,0586087990,9780586087992,eng,208.0,53,4,1995-04-24,Flamingo,History & Biography,2,1995.0,3393,6065,707,4
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,0425170349,9780425170342,eng,912.0,40815,908,1999-09-01,Berkley Books,Fiction,2,1999.0,5514,6088,241,3
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,0385471475,9780385471473,eng,388.0,186,22,1993-12-01,Anchor,History & Biography,2,1993.0,1358,3689,86,4
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,0452271681,9780452271685,eng,400.0,2593,252,1993-11-01,Plume,History & Biography,2,1993.0,9883,3690,1542,4
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,0295979844,9780295979847,eng,208.0,86,4,2000-06-01,University of Washington Press,Other,2,2000.0,5262,1054,2056,7
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,0385337817,9780385337816,eng,424.0,7072,453,2004-02-03,Delta,History & Biography,2,2004.0,1545,316,533,4
I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,0743267745,9780743267748,eng,64.0,237,45,2005-10-12,Simon  Schuster,Poetry,2,2005.0,3370,3338,1800,8
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,0553587153,9780553587159,eng,496.0,2095,188,2005-11-29,Bantam Books,Mystery & Thriller,2,2005.0,5908,972,192,5
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,4.08,0142003344,9780142003343,eng,528.0,18793,721,2003-08-26,Penguin Books,Non-fiction,2,2003.0,6795,5819,1460,6
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,0060958332,9780060958336,eng,448.0,15441,693,2000-11-07,Harper Perennial Modern Classics,Non-fiction,2,2000.0,7898,5819,872,6
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,3.75,0262660733,9780262660730,eng,432.0,50,1,1991-08-28,Bradford Book,Other,2,1991.0,3964,5820,309,7
Fight Club,Chuck Palahniuk,4.19,0393327345,9780393327342,eng,218.0,388782,9654,2005-10-17,W.W. Norton & Company (NYC),Fiction,2,2005.0,2529,993,2133,3
BSD Hacks,Lavigne,3.8,0596006799,9780596006792,eng,450.0,42,5,2004-05-31,O'Reilly Media,Non-fiction,2,2004.0,772,3679,1366,6
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,4.26,0201061961,9780201061963,eng,471.0,27,2,1989-06-01,Addison Wesley Publishing Company,Other,2,1989.0,7250,5472,38,7
Choke,Stuart Woods,3.84,0061094226,9780061094224,eng,352.0,2288,96,1996-09-12,HarperTorch,Mystery & Thriller,2,1996.0,1379,5835,900,5
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,3.22,0312315325,9780312315320,eng,272.0,3,0,2004-10-05,St. Martin's Minotaur,Other,2,2004.0,1380,2690,1856,7
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,4.38,0142437883,9780142437889,eng,210.0,20259,460,2004-07-27,Penguin Classics,Fiction,2,2004.0,6570,3262,1477,3
El Aleph,Jorge Luis Borges,4.38,9500425998,9789500425995,spa,253.0,146,9,2007-09-01,Planeta Publishing,Fiction,18,2007.0,2187,3261,1532,3
Vanity Fair,William Makepeace Thackeray/John Carey,3.79,0141439831,9780141439839,eng,867.0,102877,2286,2003-01-30,Penguin Books,Fiction,2,2003.0,9699,6412,1460,3
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,3.79,1593080719,9781593080716,eng,696.0,553,97,2003-11-01,Barnes  Noble Classics,Fiction,2,2003.0,9699,6413,211,3
Vanity Fair,William Makepeace Thackeray,3.79,0140620850,9780140620856,eng,672.0,296,34,1998-10-03,Penguin Books,Fiction,2,1998.0,9699,6411,1460,3
V for Vendetta,Alan Moore/David   Lloyd,4.25,1401207928,9781401207922,eng,296.0,234954,4058,2005-11-01,Vertigo,Comics & Graphic,2,2005.0,9683,77,2077,1
V.,Thomas Pynchon/Carlos Martín Ramírez,3.96,2020418770,9782020418775,fre,640.0,15174,561,2001-01-02,Contemporary French Fiction,Fiction,4,2001.0,9684,6042,434,3
Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,9781416500520,eng,400.0,5,1,2006-03-07,Pocket Books,Young-adult,2,2006.0,2832,6168,1547,10
V for Vendetta,Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore,4.15,1416516999,9781416516996,eng,358.0,2980,118,2006-03-01,Pocket Star Books,Fiction,2,2006.0,9683,5804,1553,3
Heaven (Casteel  #1),V.C. Andrews,4.03,0671010050,9780671010058,eng,464.0,13,0,1997-04-01,Pocket Books,Young-adult,2,1997.0,3095,6168,1547,10
Slow Learner: Early Stories,Thomas Pynchon,3.5,0099532514,9780099532514,eng,208.0,3169,161,1995-02-16,Vintage Classics,Fiction,2,1995.0,6083,6041,2099,3
A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel,Steven Weisenburger,4.01,0820328073,9780820328072,eng,424.0,152,26,2006-11-01,University of Georgia Press,Non-fiction,2,2006.0,144,5824,2039,6
Casino Royale,Ian Fleming,3.73,0141187581,9780141187587,eng,181.0,371,43,2004-06-03,Penguin Books  Limited (UK),Fiction,2,2004.0,1270,2496,1461,3
Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,1840238437,9781840238433,eng,96.0,110,10,2005-06-01,Titan Books,Comics & Graphic,2,2005.0,1270,350,1969,1
Bel Canto,Ann Patchett,3.93,0060838728,9780060838720,eng,352.0,218195,13012,2005-08-02,Harper Perennial,Fiction,2,2005.0,889,283,868,3
Guerilla Film Makers Movie Blueprint,Chris          Jones/Jonathan Newman/Cara Williams,4.2,0826414532,9780826414533,eng,608.0,50,1,2003-06-20,Bloomsbury Academic,Other,2,2003.0,2949,930,279,7
Mini-Manual of the Urban Guerrilla,Carlos Marighella,3.31,1894925025,9781894925020,eng,66.0,127,13,2002-09-09,Abraham Guillen Press,History & Biography,2,2002.0,4509,776,20,4
The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),Christopher   Duncan,3.13,1590596242,9781590596241,eng,264.0,37,7,2006-02-01,Apress,Non-fiction,2,2006.0,6925,964,100,6
A Bend in the River,V.S. Naipaul,3.77,0330487140,9780330487146,eng,326.0,13147,690,2002-05-10,Picador USA,Fiction,2,2002.0,51,6173,1519,3
The Middle Passage,V.S. Naipaul,3.61,0375708340,9780375708343,eng,256.0,461,35,2002-01-08,Vintage,Non-fiction,2,2002.0,8170,6173,2094,6
Magic Seeds,V.S. Naipaul,3.13,0375707271,9780375707278,eng,280.0,715,104,2005-11-08,Vintage,Fiction,2,2005.0,4248,6173,2094,3
Half a Life,V.S. Naipaul,3.25,037570728X,9780375707285,eng,224.0,3078,301,2009-04-23,Vintage International,Fiction,2,2009.0,2979,6173,2104,3
North of South: An African Journey,Shiva Naipaul,3.89,0140188266,9780140188264,eng,352.0,279,33,1996-09-26,Penguin Classics,Non-fiction,2,1996.0,4889,5591,1477,6
Regeneration Through Violence: The Mythology of the American Frontier  1600–1860,Richard Slotkin,4.3,0806132299,9780806132297,eng,670.0,163,16,2000-04-15,University of Oklahoma Press,History & Biography,2,2000.0,5590,5162,2048,4
Regeneration (Species Imperative  #3),Julie E. Czerneda,4.13,0756403456,9780756403454,eng,543.0,54,2,2006-05-02,DAW Hardcover,Fiction,2,2006.0,5589,3369,483,3
The Regeneration Trilogy (Regeneration  #1-3),Pat Barker,4.38,0670869295,9780670869299,eng,592.0,1588,95,1996-01-01,Viking Books,History & Biography,2,1996.0,8596,4732,2083,4
The Sparrow (The Sparrow  #1),Mary Doria Russell,4.16,0552997773,9780552997775,eng,506.0,664,103,1997-11-01,Black Swan,Fiction,2,1997.0,8842,4156,267,3
The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5),Rob Kidd/Walt Disney Company,4.05,1423101685,9781423101680,eng,144.0,548,14,2006-12-01,Disney Press,Children,2,2006.0,6559,5198,563,0
The Sword of Cortés (Pirates of the Caribbean: Jack Sparrow  #4),Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,3.98,1423100611,9781423100614,eng,122.0,644,14,2006-10-01,Disney Press,Children,2,2006.0,8924,5197,563,0
The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3),Rob Kidd/Walt Disney Company,3.89,1423100204,9781423100201,eng,119.0,730,20,2006-08-01,Disney Press,Children,2,2006.0,8432,5198,563,0
The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2),Rob Kidd/Jean-Paul Orpinas,3.86,1423100190,9781423100195,eng,123.0,859,27,2006-06-01,Disney Press,Children,2,2006.0,8800,5196,563,0
The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1),Rob Kidd/Jean-Paul Orpinas,3.83,1423100182,9781423100188,eng,135.0,1414,82,2006-06-01,Disney Press,Children,2,2006.0,7054,5196,563,0
The Woman in White,Wilkie Collins/Matthew Sweet,4.0,0141439610,9780141439617,eng,672.0,108060,5168,2003-02-27,Penguin Classics,Mystery & Thriller,2,2003.0,9218,6342,1477,5
The Woman in White,Wilkie Collins,4.0,0486440966,9780486440965,eng,504.0,136,28,2005-04-15,Dover Publications,Mystery & Thriller,2,2005.0,9218,6336,580,5
The Woman in White,Wilkie Collins/Maria K. Bachman/Don Richard Cox,4.0,1551116448,9781551116440,eng,696.0,122,15,2006-04-20,Broadview Press Inc,Mystery & Thriller,2,2006.0,9218,6341,321,5
The Woman in White,Wilkie Collins/Camille Cauti,4.0,1593082800,9781593082802,eng,635.0,624,136,2005-04-25,Barnes  Noble Classics,Mystery & Thriller,2,2005.0,9218,6337,211,5
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0007136587,9780007136582,eng,1200.0,682,43,2002-09-16,Not Avail,Fantasy & paranormal,2,2002.0,8035,2610,1361,2
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.6,0393060411,9780393060416,eng,624.0,146,16,2004-10-17,W. W. Norton  Company,History & Biography,2,2004.0,6522,4503,2123,4
The Hobbit  or There and Back Again,J.R.R. Tolkien,4.27,0618260307,9780618260300,eng,366.0,2530894,32871,2002-08-15,Houghton Mifflin,Fantasy & paranormal,2,2002.0,7735,2610,975,2
The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,4.27,0007137273,9780007137275,eng,411.0,121,16,2003-04-07,HarperCollins,Fantasy & paranormal,2,2003.0,6605,2618,877,2
Poems From The Hobbit,J.R.R. Tolkien,4.3,0618009345,9780618009343,eng,57.0,169,5,1999-12-13,Houghton Mifflin Harcourt,Fantasy & paranormal,2,1999.0,5345,2610,978,2
The Hobbit: Or There and Back Again,J.R.R. Tolkien,4.27,1594130051,9781594130052,eng,481.0,276,43,2003-09-01,Large Print Press,Fantasy & paranormal,2,2003.0,7736,2610,1094,2
The Hobbit,J.R.R. Tolkien,4.27,0261103288,9780261103283,eng,277.0,3213,329,2007-09-17,HarperCollins,Fantasy & paranormal,2,2007.0,7733,2610,877,2
Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,0486402185,9780486402185,eng,64.0,44,10,2013-06-19,Dover Publications,Children,2,2013.0,5732,2288,580,0
The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,0872864286,9780872864283,eng,200.0,5149,210,2004-04-01,City Lights Publishers,Poetry,2,2004.0,7417,4713,402,8
Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,4.3,0143039962,9780143039969,eng,70.0,37942,1105,2006-12-26,Penguin Classics,Poetry,2,2006.0,9575,4716,1477,8
Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,4.3,1400001447,9781400001446,eng,160.0,1120,54,2002-01-22,Plaza y Janes,Poetry,2,2002.0,9705,4710,1538,8
Love,Pablo Neruda,4.46,0786881488,9780786881482,eng,43.0,1333,68,1995-06-16,Miramax Books,Poetry,2,1995.0,4172,4710,1264,8
Anil's Ghost,Michael Ondaatje,3.57,0375724370,9780375724374,eng,311.0,13022,1013,2001-04-24,Vintage,Fiction,2,2001.0,613,4343,2094,3
Waiting for My Cats to Die: A Memoir,Stacy Horn,3.67,0312287445,9780312287443,eng,320.0,177,28,2002-01-17,St. Martin's Griffin,History & Biography,2,2002.0,9763,5671,1855,4
Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,4.2,0720608724,9780720608724,eng,288.0,175,9,1993-06-01,Peter Owen Ltd,Other,2,1993.0,4760,2391,1501,7
Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,3.65,1888297018,9781888297010,eng,46.0,71,8,1995-11-01,Maxima New Media,Children,2,1995.0,2167,1566,1219,0
A Sparrow Falls (Courtney #3),Wilbur Smith,4.19,0312940688,9780312940683,eng,640.0,5019,91,2007-01-02,St. Martin's Paperbacks,History & Biography,2,2007.0,300,6334,1858,4
Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4.33,1400033853,9781400033850,eng,304.0,228,44,2004-04-13,Anchor,History & Biography,2,2004.0,5451,938,86,4
Sparrow Hawk Red,Ben Mikaelsen,3.79,0786811056,9780786811052,eng,185.0,1,0,1995-04-01,Little  Brown Books for Young Readers,Other,2,1995.0,6162,562,1138,7
The Fall of a Sparrow,Robert Hellenga,3.69,0684850273,9780684850276,eng,464.0,824,89,1999-07-06,Scribner,Fiction,2,1999.0,7454,5257,1755,3
The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,3.83,0764202537,9780764202537,eng,251.0,78,9,2006-08-01,Bethany House Publishers,Fiction,2,2006.0,6806,2852,254,3
Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,3.69,0142302090,9780142302095,eng,160.0,205,25,2002-12-30,Puffin Books,Fiction,2,2002.0,3694,1830,1600,3
Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,3.78,1416903275,9781416903277,eng,160.0,710,146,2005-06-01,Margaret K. McElderry Books,History & Biography,2,2005.0,459,3427,1205,4
An Episode of Sparrows,Rumer Godden,4.21,1590171241,9781590171240,eng,247.0,900,126,2004-10-31,The New York Review Children's Collection,Children,2,2004.0,561,5414,1942,0
Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4.14,0140442723,9780140442724,eng,256.0,389,28,1973-04-26,Penguin Classics,Poetry,2,1973.0,4023,3754,1477,8
混血王子的背叛 (哈利波特  #6),J.K. Rowling/J.K.羅琳/皇冠編譯組/張定綺/彭倩文/趙丕慧/林靜華,4.57,9573321742,9789573321743,zho,735.0,75,0,2005-10-01,皇冠文化出版有限公司,Other,22,2005.0,10238,2595,2248,7
火盃的考驗 (哈利波特  #4),J.K. Rowling/J.K.羅琳/彭倩文,4.56,9573318318,9789573318316,zho,768.0,91,2,2001-12-08,皇冠文化出版有限公司,Other,22,2001.0,10239,2594,2248,7
Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,4.3,093244055X,9780932440556,eng,184.0,169,21,1990-10-08,Oberlin College Press,Poetry,2,1990.0,2585,6302,1368,8
The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,Charles Rembar,3.88,0060970618,9780060970611,eng,528.0,11,0,1986-12-01,HarperCollins Publishers,Other,2,1986.0,7397,887,882,7
Juniper,Monica Furlong,4.16,0394832205,9780394832203,eng,198.0,112,7,2004-02-24,Random House Children's Books,Fantasy & paranormal,2,2004.0,3725,4447,1629,2
The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,3.2,1880823195,9781880823194,eng,194.0,30,3,1998-10-01,North Star Publications (MA),Non-fiction,2,1998.0,8023,3343,1355,6
The Road Back,Erich Maria Remarque,4.32,1931541744,9781931541749,eng,352.0,3146,99,2001-12-01,Simon Publications,History & Biography,2,2001.0,8645,1732,1816,4
Robinson Crusoe,Daniel Defoe/L.J. Swingle,3.67,1593080115,9781593080112,eng,312.0,350,49,2003-04-01,Barnes & Noble Classics,Fiction,2,2003.0,5676,1122,214,3
Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,4.25,0684813211,9780684813219,eng,272.0,1130,110,1995-10-01,Scribner,History & Biography,2,1995.0,389,3247,1755,4
The Work of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,4.2,0226142817,9780226142814,eng,272.0,167,7,2003-09-15,University of Chicago Press,Other,2,2003.0,9224,2665,2038,7
Transform Your Life: A step-by-step programme for change,Diana Cooper,4.0,0749919442,9780749919443,eng,176.0,6,0,1998-10-29,Little  Brown Book Group,Other,2,1998.0,9476,1369,1137,7
A Short History of Byzantium,John Julius Norwich,4.09,0679772693,9780679772699,eng,496.0,1772,142,1998-12-29,Vintage,History & Biography,2,1998.0,285,3143,2094,4
The Middle Sea: A History of the Mediterranean,John Julius Norwich,3.85,0701176083,9780701176082,eng,588.0,662,53,2006-10-31,Chatto & Windus,History & Biography,2,2006.0,8171,3143,378,4
A History of Venice,John Julius Norwich,4.2,0679721975,9780679721970,eng,673.0,1422,93,1989-06-18,Vintage,History & Biography,2,1989.0,159,3143,2094,4
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.34,0140152121,9780140152128,eng,816.0,268,16,2004-09-01,Penguin Global,History & Biography,2,2004.0,8307,3143,1481,4
Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,0679643362,9780679643364,eng,129.0,888,60,2006-07-18,Modern Library,Fiction,2,2006.0,6008,2395,1267,3
Siddhartha,Hermann Hesse/Joachim Neugroschel/Ralph Freedman,4.02,0142437182,9780142437186,eng,132.0,1104,114,2002-12-31,Penguin Books,Fiction,2,2002.0,6008,2390,1460,3
Siddhartha,Hermann Hesse,4.02,2253008486,9782253008484,fre,160.0,590,29,1975-10-31,Le Livre de Poche,Fiction,4,1975.0,6008,2388,1107,3
The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,0375757856,9780375757853,eng,528.0,59709,2819,2001-09-11,Modern Library,Mystery & Thriller,2,2001.0,8213,6338,1267,5
The Moonstone,Wilkie Collins,3.91,0140620133,9780140620139,eng,464.0,349,44,1998-10-24,Penguin Books,Mystery & Thriller,2,1998.0,8213,6336,1460,5
The Moonstone,Wilkie Collins/P.D. James,3.91,0192100289,9780192100283,eng,576.0,74,6,1999-06-10,Oxford University Press  USA,Other,2,1999.0,8213,6344,1416,7
Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,4.29,0195119207,9780195119206,eng,320.0,13,0,1997-10-19,Oxford University Press  USA,Other,2,1997.0,5644,5270,1416,7
Beloved,Toni Morrison,3.83,1400033411,9781400033416,eng,324.0,282045,9004,2004-06-08,Vintage,Fiction,2,2004.0,893,6113,2094,3
Cry  the Beloved Country,Alan Paton,3.9,074326195X,9780743261951,eng,316.0,54558,2937,2003-11-25,Scribner,Fiction,2,2003.0,1685,79,1755,3
Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,4.28,0824519868,9780824519865,eng,160.0,7551,498,2002-10-01,Crossroad,Non-fiction,2,2002.0,4052,2340,462,6
Come Away My Beloved,Frances J. Roberts,4.58,1593109156,9781593109158,eng,192.0,8,0,2005-10-01,Barbour Books,Other,2,2005.0,1537,1840,207,7
Israel  My Beloved,Kay Arthur,4.16,0736903704,9780736903707,eng,448.0,681,83,2001-03-15,Harvest House Publishers,Fiction,2,2001.0,3566,3500,920,3
Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4.1,1929241631,9781929241637,eng,156.0,137,18,2003-04-10,Vision Forum,Other,2,2003.0,894,617,2115,7
The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,3.95,0874778719,9780874778717,eng,272.0,18,2,1997-06-30,TarcherPerigee,Other,2,1997.0,8711,2882,1910,7
Reservation Blues,Sherman Alexie,3.98,0802141900,9780802141903,eng,306.0,11163,772,2005-02-07,Grove Press,Fiction,2,2005.0,5613,5580,799,3
The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,4.44,0375407936,9780375407932,eng,1040.0,4589,252,1999-09-28,Everyman's Library,Fiction,2,1999.0,6847,1040,650,3
Music & Silence,Rose Tremain,3.95,0743418263,9780743418263,eng,485.0,2923,214,2001-05-01,Washington Square Press,History & Biography,2,2001.0,4679,5391,2151,4
The Periodic Table,Primo Levi,4.21,0140296611,9780140296617,eng,194.0,101,10,2009-01-01,Penguin Group(CA),History & Biography,2,2009.0,8406,4972,1484,4
Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,4.32,0684826801,9780684826806,eng,187.0,29099,900,1995-09-01,Simon  Schuster,History & Biography,2,1995.0,6373,4974,1800,4
The Reawakening,Primo Levi/Stuart J. Woolf,4.29,0684826356,9780684826356,eng,230.0,1269,67,1995-12-01,Touchstone,History & Biography,2,1995.0,8583,4973,1985,4
The Drowned and the Saved,Primo Levi,4.4,0349100470,9780349100470,eng,170.0,3542,169,1989-02-01,Abacus,History & Biography,2,1989.0,7348,4972,14,4
The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,3.92,0140188924,9780140188929,eng,192.0,601,34,1995-07-01,Penguin,Fiction,2,1995.0,8203,4975,1454,3
Primo Levi: A Life,Ian Thomson,4.11,0312423675,9780312423674,eng,640.0,104,5,2004-12-01,Picador,History & Biography,2,2004.0,5424,2504,1517,4
Wuthering Heights,Emily Brontë,3.85,0140620125,9780140620122,eng,279.0,2155,182,2007-01-13,Penguin Books,History & Biography,2,2007.0,10109,1670,1460,4
Disgrace,J.M. Coetzee,3.84,0143036378,9780143036371,eng,220.0,61545,3916,2005-08-30,Penguin Books,Fiction,2,2005.0,1967,2605,1460,3
Waiting for the Barbarians,J.M. Coetzee,3.94,0140283358,9780140283358,eng,152.0,18097,1029,1999-10-01,Penguin Books,Fiction,2,1999.0,9764,2605,1460,3
The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,3.69,069107089X,9780691070896,eng,136.0,1930,139,2001-05-06,Princeton University Press,Fiction,2,2001.0,8011,2606,1589,3
Boyhood: Scenes from Provincial Life,J.M. Coetzee,3.79,014026566X,9780140265668,eng,166.0,3162,183,1998-09-01,Penguin Books,History & Biography,2,1998.0,1118,2605,1460,4
Youth,J.M. Coetzee,3.79,0142002003,9780142002001,eng,176.0,4931,261,2003-10-07,Penguin Books,Fiction,2,2003.0,10178,2605,1460,3
Age of Iron,J.M. Coetzee,3.84,0140275657,9780140275650,eng,198.0,2976,207,1998-09-01,Penguin Books,Fiction,2,1998.0,436,2605,1460,3
